times,road,road status
2020-08-08 12:31,[동백죽전대로] 30km/h,정체
2020-08-08 12:31,[동백죽전대로] 63km/h,소통원활
2020-08-08 12:31,[동백죽전대로] 27km/h,소통원활
2020-08-08 12:31,[동백죽전대로] 44km/h,소통원활
2020-08-08 12:31,[동백죽전대로] 30km/h,소통원활
2020-08-08 12:31,[동백죽전대로] 54km/h,소통원활
2020-08-08 12:31,[동백죽전대로] 32km/h,소통원활
2020-08-08 12:31,[동백죽전대로] 57km/h,소통원활
2020-08-08 12:31,[동백죽전대로] 58km/h,소통원활
2020-08-08 12:31,[동백죽전대로] 19km/h,부분지체
2020-08-08 12:31,[동백죽전대로] 34km/h,소통원활
2020-08-08 12:31,[동백죽전대로] 43km/h,소통원활
2020-08-08 12:31,[동백죽전대로] 53km/h,소통원활
2020-08-08 12:31,[동백죽전대로] 45km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 46km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 40km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 48km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 77km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 28km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 25km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 40km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 17km/h,부분지체
2020-08-08 12:31,[백옥대로(국도 45호선)] 19km/h,부분지체
2020-08-08 12:31,[백옥대로(국도 45호선)] 32km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 73km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 78km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 78km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 41km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 43km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 40km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 66km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 23km/h,부분지체
2020-08-08 12:31,[백옥대로(국도 45호선)] 35km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 25km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 24km/h,부분지체
2020-08-08 12:31,[백옥대로(국도 45호선)] 11km/h,정체
2020-08-08 12:31,[백옥대로(국도 45호선)] 34km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 73km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 79km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 80km/h,소통원활
2020-08-08 12:31,[백옥대로(국도 45호선)] 80km/h,소통원활
2020-08-08 12:31,[사은로(지방도 315호선)] 19km/h,부분지체
2020-08-08 12:31,[사은로(지방도 315호선)] 35km/h,소통원활
2020-08-08 12:31,[사은로(지방도 315호선)] 23km/h,부분지체
2020-08-08 12:31,[사은로(지방도 315호선)] 30km/h,소통원활
2020-08-08 12:31,[석성로] 26km/h,소통원활
2020-08-08 12:31,[석성로] 51km/h,소통원활
2020-08-08 12:31,[석성로] 52km/h,소통원활
2020-08-08 12:31,[석성로] 53km/h,소통원활
2020-08-08 12:31,[석성로] 75km/h,소통원활
2020-08-08 12:31,[석성로] 58km/h,소통원활
2020-08-08 12:31,[석성로] 63km/h,소통원활
2020-08-08 12:31,[석성로] 44km/h,소통원활
2020-08-08 12:31,[석성로] 23km/h,부분지체
2020-08-08 12:31,[석성로] 59km/h,소통원활
2020-08-08 12:31,[석성로] 57km/h,소통원활
2020-08-08 12:31,[석성로] 65km/h,소통원활
2020-08-08 12:31,[석성로] 56km/h,소통원활
2020-08-08 12:31,[석성로] 59km/h,소통원활
2020-08-08 12:31,[석성로] 37km/h,소통원활
2020-08-08 12:31,[신수로] 43km/h,소통원활
2020-08-08 12:31,[신수로] 25km/h,소통원활
2020-08-08 12:31,[신수로] 45km/h,소통원활
2020-08-08 12:31,[신수로] 44km/h,소통원활
2020-08-08 12:31,[신수로] 34km/h,소통원활
2020-08-08 12:31,[신수로] 42km/h,소통원활
2020-08-08 12:31,[신수로] 53km/h,소통원활
2020-08-08 12:31,[신수로] 51km/h,소통원활
2020-08-08 12:31,[신수로] 41km/h,소통원활
2020-08-08 12:31,[신수로] 38km/h,소통원활
2020-08-08 12:31,[신수로] 52km/h,소통원활
2020-08-08 12:31,[신수로] 22km/h,부분지체
2020-08-08 12:31,[신수로] 12km/h,정체
2020-08-08 12:31,[신수로] 32km/h,소통원활
2020-08-08 12:31,[신수로] 44km/h,소통원활
2020-08-08 12:31,[신수로] 51km/h,소통원활
2020-08-08 12:31,[신수로] 34km/h,소통원활
2020-08-08 12:31,[신수로] 17km/h,부분지체
2020-08-08 12:31,[신수로] 37km/h,소통원활
2020-08-08 12:31,[신수로] 50km/h,소통원활
2020-08-08 12:31,[신수로] 42km/h,소통원활
2020-08-08 12:31,[신수로] 45km/h,소통원활
2020-08-08 12:31,[용구대로(지방도 23호선)] 19km/h,부분지체
2020-08-08 12:31,[용구대로(지방도 23호선)] 36km/h,소통원활
2020-08-08 12:31,[용구대로(지방도 23호선)] 47km/h,소통원활
2020-08-08 12:31,[용구대로(지방도 23호선)] 39km/h,소통원활
2020-08-08 12:31,[용구대로(지방도 23호선)] 50km/h,소통원활
2020-08-08 12:31,[용구대로(지방도 23호선)] 18km/h,부분지체
2020-08-08 12:31,[용구대로(지방도 23호선)] 38km/h,소통원활
2020-08-08 12:31,[용구대로(지방도 23호선)] 19km/h,부분지체
2020-08-08 12:31,[용구대로(지방도 23호선)] 32km/h,소통원활
2020-08-08 12:31,[용구대로(지방도 23호선)] 17km/h,부분지체
2020-08-08 12:31,[용구대로(지방도 23호선)] 23km/h,부분지체
2020-08-08 12:31,[용구대로(지방도 23호선)] 4km/h,정체
2020-08-08 12:31,[용구대로(지방도 23호선)] 8km/h,정체
2020-08-08 12:31,[용구대로(지방도 23호선)] 28km/h,소통원활
2020-08-08 12:31,[용구대로(지방도 23호선)] 28km/h,소통원활
2020-08-08 12:31,[용구대로(지방도 23호선)] 30km/h,소통원활
2020-08-08 12:31,[용구대로(지방도 23호선)] 20km/h,부분지체
2020-08-08 12:31,[용구대로(지방도 23호선)] 16km/h,부분지체
2020-08-08 12:31,[용구대로(지방도 23호선)] 81km/h,소통원활
2020-08-08 12:31,[용구대로(지방도 23호선)] 29km/h,소통원활
2020-08-08 12:31,[용구대로(지방도 23호선)] 29km/h,소통원활
2020-08-08 12:31,[용구대로(지방도 23호선)] 18km/h,부분지체
2020-08-08 12:31,[용구대로(지방도 23호선)] 45km/h,소통원활
2020-08-08 12:31,[용구대로(지방도 23호선)] 23km/h,부분지체
2020-08-08 12:31,[용구대로(지방도 23호선)] 20km/h,부분지체
2020-08-08 12:31,[용구대로(지방도 23호선)] 22km/h,부분지체
2020-08-08 12:31,[용구대로(지방도 23호선)] 17km/h,부분지체
2020-08-08 12:31,[용구대로(지방도 23호선)] 23km/h,부분지체
2020-08-08 12:31,[용구대로(지방도 23호선)] 19km/h,부분지체
2020-08-08 12:31,[용구대로(지방도 23호선)] 39km/h,소통원활
2020-08-08 12:31,[용구대로(지방도 23호선)] 12km/h,정체
2020-08-08 12:31,[용구대로(지방도 23호선)] 23km/h,부분지체
2020-08-08 12:31,[용구대로(지방도 23호선)] 7km/h,정체
2020-08-08 12:31,[용구대로(지방도 23호선)] 7km/h,정체
2020-08-08 12:31,[용구대로(지방도 23호선)] 14km/h,정체
2020-08-08 12:31,[용구대로(지방도 23호선)] 18km/h,부분지체
2020-08-08 12:31,[용구대로(지방도 23호선)] 55km/h,소통원활
2020-08-08 12:31,[용구대로(지방도 23호선)] 75km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 30km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 44km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 24km/h,부분지체
2020-08-08 12:31,[중부대로(국도 42호선)] 54km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 31km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 13km/h,정체
2020-08-08 12:31,[중부대로(국도 42호선)] 26km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 7km/h,정체
2020-08-08 12:31,[중부대로(국도 42호선)] 42km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 43km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 33km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 50km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 46km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 31km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 65km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 46km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 24km/h,부분지체
2020-08-08 12:31,[중부대로(국도 42호선)] 27km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 25km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 16km/h,부분지체
2020-08-08 12:31,[중부대로(국도 42호선)] 21km/h,부분지체
2020-08-08 12:31,[중부대로(국도 42호선)] 61km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 48km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 50km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 24km/h,부분지체
2020-08-08 12:31,[중부대로(국도 42호선)] 21km/h,부분지체
2020-08-08 12:31,[중부대로(국도 42호선)] 23km/h,부분지체
2020-08-08 12:31,[중부대로(국도 42호선)] 19km/h,부분지체
2020-08-08 12:31,[중부대로(국도 42호선)] 42km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 25km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 24km/h,부분지체
2020-08-08 12:31,[중부대로(국도 42호선)] 29km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 27km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 26km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 8km/h,정체
2020-08-08 12:31,[중부대로(국도 42호선)] 25km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 32km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 31km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 40km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 30km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 62km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 14km/h,정체
2020-08-08 12:31,[중부대로(국도 42호선)] 39km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 22km/h,부분지체
2020-08-08 12:31,[중부대로(국도 42호선)] 25km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 17km/h,부분지체
2020-08-08 12:31,[중부대로(국도 42호선)] 18km/h,부분지체
2020-08-08 12:31,[중부대로(국도 42호선)] 33km/h,소통원활
2020-08-08 12:31,[중부대로(국도 42호선)] 21km/h,부분지체
2020-08-08 12:31,[중부대로(국도 42호선)] 22km/h,부분지체
2020-08-08 12:31,[중부대로(국도 42호선)] 25km/h,소통원활
2020-08-08 12:31,[포은대로(국도 43호선)] 37km/h,소통원활
2020-08-08 12:31,[포은대로(국도 43호선)] 37km/h,소통원활
2020-08-08 12:31,[포은대로(국도 43호선)] 57km/h,소통원활
2020-08-08 12:31,[포은대로(국도 43호선)] 41km/h,소통원활
2020-08-08 12:31,[포은대로(국도 43호선)] 51km/h,소통원활
2020-08-08 12:31,[포은대로(국도 43호선)] 37km/h,소통원활
2020-08-08 12:31,[포은대로(국도 43호선)] 22km/h,부분지체
2020-08-08 12:31,[포은대로(국도 43호선)] 38km/h,소통원활
2020-08-08 12:31,[포은대로(국도 43호선)] 16km/h,부분지체
2020-08-08 12:31,[포은대로(국도 43호선)] 17km/h,부분지체
2020-08-08 12:31,[포은대로(국도 43호선)] 23km/h,부분지체
2020-08-08 12:31,[포은대로(국도 43호선)] 66km/h,소통원활
2020-08-08 12:31,[포은대로(국도 43호선)] 70km/h,소통원활
2020-08-08 12:31,[포은대로(국도 43호선)] 70km/h,소통원활
2020-08-08 12:31,[포은대로(국도 43호선)] 48km/h,소통원활
2020-08-08 12:31,[포은대로(국도 43호선)] 22km/h,부분지체
2020-08-08 12:31,[포은대로(국도 43호선)] 26km/h,소통원활
2020-08-08 12:31,[포은대로(국도 43호선)] 22km/h,부분지체
2020-08-08 12:31,[포은대로(국도 43호선)] 20km/h,부분지체
2020-08-08 12:31,[포은대로(국도 43호선)] 23km/h,부분지체
2020-08-08 12:31,[포은대로(국도 43호선)] 8km/h,정체
2020-08-08 12:31,[포은대로(국도 43호선)] 28km/h,소통원활
2020-08-08 12:31,[포은대로(국도 43호선)] 29km/h,소통원활
2020-08-08 12:31,[포은대로(국도 43호선)] 28km/h,소통원활
2020-08-08 12:31,[포은대로(국도 43호선)] 23km/h,부분지체
2020-08-08 12:31,[포은대로(국도 43호선)] 66km/h,소통원활
2020-08-08 12:31,[포은대로(국도 43호선)] 70km/h,소통원활
2020-08-08 12:31,[포은대로(국도 43호선)] 70km/h,소통원활
2020-08-08 12:31,[광교로] 50km/h,소통원활
2020-08-08 12:31,[광교로] 46km/h,소통원활
2020-08-08 12:31,[광교로] 41km/h,소통원활
2020-08-08 12:31,[광교로] 31km/h,소통원활
2020-08-08 12:31,[광교로] 22km/h,부분지체
2020-08-08 12:31,[광교로] 31km/h,소통원활
2020-08-08 12:31,[광교로] 47km/h,소통원활
2020-08-08 12:31,[광교로] 41km/h,소통원활
2020-08-08 12:31,[광교로] 41km/h,소통원활
2020-08-08 12:31,[광교로] 16km/h,부분지체
2020-08-08 12:31,[광교로] 35km/h,소통원활
2020-08-08 12:31,[광교로] 34km/h,소통원활
2020-08-08 12:31,[마북로] 31km/h,소통원활
2020-08-08 12:31,[마북로] 21km/h,소통원활
2020-08-08 12:31,[마북로] 18km/h,부분지체
2020-08-08 12:31,[마북로] 13km/h,정체
2020-08-08 12:31,[마북로] 20km/h,부분지체
2020-08-08 12:31,[마북로] 16km/h,소통원활
2020-08-08 12:31,[마북로] 25km/h,소통원활
2020-08-08 12:31,[마북로] 18km/h,부분지체
2020-08-08 12:31,[성산로(지방도 321호선)] 49km/h,소통원활
2020-08-08 12:31,[성산로(지방도 321호선)] 37km/h,소통원활
2020-08-08 12:31,[성산로(지방도 321호선)] 46km/h,소통원활
2020-08-08 12:31,[성산로(지방도 321호선)] 42km/h,소통원활
2020-08-08 12:31,[성산로(지방도 321호선)] 23km/h,부분지체
2020-08-08 12:31,[성산로(지방도 321호선)] 48km/h,소통원활
2020-08-08 12:31,[성산로(지방도 321호선)] 42km/h,소통원활
2020-08-08 12:31,[성산로(지방도 321호선)] 42km/h,소통원활
2020-08-08 12:31,[성산로(지방도 321호선)] 43km/h,소통원활
2020-08-08 12:31,[성산로(지방도 321호선)] 10km/h,정체
2020-08-08 12:31,[수지로] 11km/h,정체
2020-08-08 12:31,[수지로] 26km/h,소통원활
2020-08-08 12:31,[수지로] 35km/h,소통원활
2020-08-08 12:31,[수지로] 29km/h,소통원활
2020-08-08 12:31,[수지로] 33km/h,소통원활
2020-08-08 12:31,[수지로] 19km/h,부분지체
2020-08-08 12:31,[수지로] 46km/h,소통원활
2020-08-08 12:31,[수지로] 21km/h,부분지체
2020-08-08 12:31,[수지로] 29km/h,소통원활
2020-08-08 12:31,[수지로] 19km/h,부분지체
2020-08-08 12:31,[수지로] 21km/h,부분지체
2020-08-08 12:31,[수지로] 19km/h,부분지체
2020-08-08 12:31,[수지로] 20km/h,부분지체
2020-08-08 12:31,[수지로] 32km/h,소통원활
2020-08-08 12:31,[수지로] 44km/h,소통원활
2020-08-08 12:31,[수지로] 22km/h,부분지체
2020-08-08 12:31,[수지로] 39km/h,소통원활
2020-08-08 12:31,[수지로] 15km/h,부분지체
2020-08-08 12:31,[수지로] 17km/h,부분지체
2020-08-08 12:31,[수지로] 28km/h,소통원활
2020-08-08 12:31,[수지로] 25km/h,소통원활
2020-08-08 12:31,[수지로] 20km/h,부분지체
2020-08-08 12:31,[죽양대로(국도 17호선)] 60km/h,소통원활
2020-08-08 12:31,[죽양대로(국도 17호선)] 57km/h,소통원활
2020-08-08 12:31,[죽양대로(국도 17호선)] 57km/h,소통원활
2020-08-08 12:31,[죽양대로(국도 17호선)] 44km/h,소통원활
2020-08-08 12:31,[죽양대로(국도 17호선)] 53km/h,소통원활
2020-08-08 12:31,[죽양대로(국도 17호선)] 76km/h,소통원활
2020-08-08 12:31,[죽양대로(국도 17호선)] 53km/h,소통원활
2020-08-08 12:31,[죽양대로(국도 17호선)] 67km/h,소통원활
2020-08-08 12:31,[죽양대로(국도 17호선)] 52km/h,소통원활
2020-08-08 12:31,[죽양대로(국도 17호선)] 34km/h,소통원활
2020-08-08 12:31,[죽양대로(국도 17호선)] 44km/h,소통원활
2020-08-08 12:31,[죽양대로(국도 17호선)] 67km/h,소통원활
2020-08-08 12:31,[동부로(지방도 57호선)] 23km/h,부분지체
2020-08-08 12:31,[동부로(지방도 57호선)] 42km/h,소통원활
2020-08-08 12:31,[동부로(지방도 57호선)] 34km/h,소통원활
2020-08-08 12:31,[동부로(지방도 57호선)] 26km/h,소통원활
2020-08-08 12:31,[동부로(지방도 57호선)] 18km/h,부분지체
2020-08-08 12:31,[동부로(지방도 57호선)] 31km/h,소통원활
2020-08-08 12:31,[동부로(지방도 57호선)] 48km/h,소통원활
2020-08-08 12:31,[동부로(지방도 57호선)] 43km/h,소통원활
2020-08-08 12:31,[동부로(지방도 57호선)] 53km/h,소통원활
2020-08-08 12:31,[동부로(지방도 57호선)] 42km/h,소통원활
2020-08-08 12:31,[동부로(지방도 57호선)] 24km/h,부분지체
2020-08-08 12:31,[동부로(지방도 57호선)] 39km/h,소통원활
2020-08-08 12:31,[동부로(지방도 57호선)] 31km/h,소통원활
2020-08-08 12:31,[동부로(지방도 57호선)] 31km/h,소통원활
2020-08-08 12:31,[동부로(지방도 57호선)] 22km/h,부분지체
2020-08-08 12:31,[동부로(지방도 57호선)] 32km/h,소통원활
2020-08-08 12:31,[동부로(지방도 57호선)] 42km/h,소통원활
2020-08-08 12:31,[동부로(지방도 57호선)] 41km/h,소통원활
2020-08-08 12:31,[동부로(지방도 57호선)] 48km/h,소통원활
2020-08-08 12:31,[동부로(지방도 57호선)] 36km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 82km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 61km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 83km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 73km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 84km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 77km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 77km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 77km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 77km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 77km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 68km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 61km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 61km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 60km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 61km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 67km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 61km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 71km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 75km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 77km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 75km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 75km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 75km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 75km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 75km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 74km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 73km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 73km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 73km/h,소통원활
2020-08-08 12:31,[신갈우회도로] 73km/h,소통원활
